FIPS,STNAME,CTYNAME,CENSUS2010POP,POPESTIMATE2019
46125,South Dakota,Turner County,"8,347","8,384"
46127,South Dakota,Union County,"14,399","15,932"
46129,South Dakota,Walworth County,"5,438","5,435"
46135,South Dakota,Yankton County,"22,438","22,814"
46137,South Dakota,Ziebach County,"2,801","2,756"
47000,Tennessee,Tennessee,"6,346,105","6,829,174"
47001,Tennessee,Anderson County,"75,129","76,978"
47003,Tennessee,Bedford County,"45,058","49,713"
47005,Tennessee,Benton County,"16,489","16,160"
47007,Tennessee,Bledsoe County,"12,876","15,064"
47009,Tennessee,Blount County,"123,010","133,088"
47011,Tennessee,Bradley County,"98,963","108,110"
47013,Tennessee,Campbell County,"40,716","39,842"
47015,Tennessee,Cannon County,"13,801","14,678"
47017,Tennessee,Carroll County,"28,522","27,767"
47019,Tennessee,Carter County,"57,424","56,391"
47021,Tennessee,Cheatham County,"39,105","40,667"
47023,Tennessee,Chester County,"17,131","17,297"
47025,Tennessee,Claiborne County,"32,213","31,959"
47027,Tennessee,Clay County,"7,861","7,615"
47029,Tennessee,Cocke County,"35,662","36,004"
47031,Tennessee,Coffee County,"52,796","56,520"
47033,Tennessee,Crockett County,"14,586","14,230"
47035,Tennessee,Cumberland County,"56,053","60,520"
47037,Tennessee,Davidson County,"626,681","694,144"
47039,Tennessee,Decatur County,"11,757","11,663"
47041,Tennessee,DeKalb County,"18,723","20,490"
47043,Tennessee,Dickson County,"49,666","53,948"
47045,Tennessee,Dyer County,"38,335","37,159"
47047,Tennessee,Fayette County,"38,413","41,133"
47049,Tennessee,Fentress County,"17,959","18,523"
47051,Tennessee,Franklin County,"41,052","42,208"
47053,Tennessee,Gibson County,"49,683","49,133"
47055,Tennessee,Giles County,"29,485","29,464"
47057,Tennessee,Grainger County,"22,657","23,320"
47059,Tennessee,Greene County,"68,831","69,069"
47061,Tennessee,Grundy County,"13,703","13,427"
47063,Tennessee,Hamblen County,"62,544","64,934"
47065,Tennessee,Hamilton County,"336,463","367,804"
47067,Tennessee,Hancock County,"6,819","6,620"
47069,Tennessee,Hardeman County,"27,253","25,050"
47071,Tennessee,Hardin County,"26,026","25,652"
47073,Tennessee,Hawkins County,"56,833","56,786"
47075,Tennessee,Haywood County,"18,787","17,304"
47077,Tennessee,Henderson County,"27,769","28,117"
47079,Tennessee,Henry County,"32,330","32,345"
47081,Tennessee,Hickman County,"24,690","25,178"
47083,Tennessee,Houston County,"8,426","8,201"
47085,Tennessee,Humphreys County,"18,538","18,582"
47087,Tennessee,Jackson County,"11,638","11,786"
47089,Tennessee,Jefferson County,"51,407","54,495"
47091,Tennessee,Johnson County,"18,244","17,788"
47093,Tennessee,Knox County,"432,226","470,313"
47095,Tennessee,Lake County,"7,832","7,016"
47097,Tennessee,Lauderdale County,"27,815","25,633"
47099,Tennessee,Lawrence County,"41,869","44,142"
47101,Tennessee,Lewis County,"12,161","12,268"
47103,Tennessee,Lincoln County,"33,361","34,366"
47105,Tennessee,Loudon County,"48,556","54,068"
47107,Tennessee,McMinn County,"52,266","53,794"
47109,Tennessee,McNairy County,"26,075","25,694"
47111,Tennessee,Macon County,"22,248","24,602"
47113,Tennessee,Madison County,"98,294","97,984"
47115,Tennessee,Marion County,"28,237","28,907"
47117,Tennessee,Marshall County,"30,617","34,375"
47119,Tennessee,Maury County,"80,956","96,387"
47121,Tennessee,Meigs County,"11,753","12,422"
47123,Tennessee,Monroe County,"44,519","46,545"
47125,Tennessee,Montgomery County,"172,331","208,993"
47127,Tennessee,Moore County,"6,362","6,488"
47129,Tennessee,Morgan County,"21,987","21,403"
47131,Tennessee,Obion County,"31,807","30,069"
47133,Tennessee,Overton County,"22,083","22,241"
47135,Tennessee,Perry County,"7,915","8,076"
47137,Tennessee,Pickett County,"5,077","5,048"
47139,Tennessee,Polk County,"16,825","16,832"
47141,Tennessee,Putnam County,"72,321","80,245"
47143,Tennessee,Rhea County,"31,809","33,167"
47145,Tennessee,Roane County,"54,181","53,382"
47147,Tennessee,Robertson County,"66,283","71,813"
47149,Tennessee,Rutherford County,"262,604","332,285"
47151,Tennessee,Scott County,"22,228","22,068"
47153,Tennessee,Sequatchie County,"14,112","15,026"
47155,Tennessee,Sevier County,"89,889","98,250"
47157,Tennessee,Shelby County,"927,644","937,166"
47159,Tennessee,Smith County,"19,166","20,157"
47161,Tennessee,Stewart County,"13,324","13,715"
47163,Tennessee,Sullivan County,"156,823","158,348"
47165,Tennessee,Sumner County,"160,645","191,283"
47167,Tennessee,Tipton County,"61,081","61,599"
47169,Tennessee,Trousdale County,"7,870","11,284"
47171,Tennessee,Unicoi County,"18,313","17,883"
47173,Tennessee,Union County,"19,109","19,972"
47175,Tennessee,Van Buren County,"5,548","5,872"
47177,Tennessee,Warren County,"39,839","41,277"
47179,Tennessee,Washington County,"122,979","129,375"
47181,Tennessee,Wayne County,"17,021","16,673"
47183,Tennessee,Weakley County,"35,021","33,328"
47185,Tennessee,White County,"25,841","27,345"
47187,Tennessee,Williamson County,"183,182","238,412"
47189,Tennessee,Wilson County,"113,993","144,657"
48000,Texas,Texas,"25,145,561","28,995,881"
48001,Texas,Anderson County,"58,458","57,735"
48003,Texas,Andrews County,"14,786","18,705"
48005,Texas,Angelina County,"86,771","86,715"
48007,Texas,Aransas County,"23,158","23,510"
48009,Texas,Archer County,"9,054","8,553"
48011,Texas,Armstrong County,"1,901","1,887"
48013,Texas,Atascosa County,"44,911","51,153"
48015,Texas,Austin County,"28,417","30,032"
48017,Texas,Bailey County,"7,165","7,000"
48019,Texas,Bandera County,"20,485","23,112"
48021,Texas,Bastrop County,"74,171","88,723"
48023,Texas,Baylor County,"3,726","3,509"
48025,Texas,Bee County,"31,861","32,565"
48027,Texas,Bell County,"310,235","362,924"
48029,Texas,Bexar County,"1,714,773","2,003,554"
48031,Texas,Blanco County,"10,497","11,931"
48033,Texas,Borden County,641,654
48035,Texas,Bosque County,"18,212","18,685"
48037,Texas,Bowie County,"92,565","93,245"
48039,Texas,Brazoria County,"313,166","374,264"
48041,Texas,Brazos County,"194,851","229,211"
48043,Texas,Brewster County,"9,232","9,203"
48045,Texas,Briscoe County,"1,637","1,546"
48047,Texas,Brooks County,"7,223","7,093"
48049,Texas,Brown County,"38,106","37,864"
48051,Texas,Burleson County,"17,187","18,443"
48053,Texas,Burnet County,"42,750","48,155"
48055,Texas,Caldwell County,"38,066","43,664"
48057,Texas,Calhoun County,"21,381","21,290"
48059,Texas,Callahan County,"13,544","13,943"
48061,Texas,Cameron County,"406,220","423,163"
48063,Texas,Camp County,"12,401","13,094"
48065,Texas,Carson County,"6,182","5,926"
48067,Texas,Cass County,"30,464","30,026"
48069,Texas,Castro County,"8,062","7,530"
48071,Texas,Chambers County,"35,096","43,837"
48073,Texas,Cherokee County,"50,845","52,646"
48075,Texas,Childress County,"7,041","7,306"
48077,Texas,Clay County,"10,752","10,471"
48079,Texas,Cochran County,"3,127","2,853"
48081,Texas,Coke County,"3,320","3,387"
48083,Texas,Coleman County,"8,895","8,175"
48085,Texas,Collin County,"782,341","1,034,730"
48087,Texas,Collingsworth County,"3,057","2,920"
48089,Texas,Colorado County,"20,874","21,493"
48091,Texas,Comal County,"108,472","156,209"
48093,Texas,Comanche County,"13,974","13,635"
48095,Texas,Concho County,"4,087","2,726"
48097,Texas,Cooke County,"38,437","41,257"
48099,Texas,Coryell County,"75,388","75,951"
48101,Texas,Cottle County,"1,505","1,398"
48103,Texas,Crane County,"4,375","4,797"
48105,Texas,Crockett County,"3,719","3,464"
48107,Texas,Crosby County,"6,059","5,737"
48109,Texas,Culberson County,"2,398","2,171"
48111,Texas,Dallam County,"6,703","7,287"
48113,Texas,Dallas County,"2,368,139","2,635,516"
48115,Texas,Dawson County,"13,833","12,728"
48117,Texas,Deaf Smith County,"19,372","18,546"
48119,Texas,Delta County,"5,231","5,331"
48121,Texas,Denton County,"662,614","887,207"
48123,Texas,DeWitt County,"20,097","20,160"
48125,Texas,Dickens County,"2,444","2,211"
48127,Texas,Dimmit County,"9,996","10,124"
48129,Texas,Donley County,"3,677","3,278"
48131,Texas,Duval County,"11,782","11,157"
48133,Texas,Eastland County,"18,583","18,360"
48135,Texas,Ector County,"137,130","166,223"
48137,Texas,Edwards County,"2,002","1,932"
48139,Texas,Ellis County,"149,610","184,826"
48141,Texas,El Paso County,"800,647","839,238"
48143,Texas,Erath County,"37,890","42,698"
48145,Texas,Falls County,"17,866","17,297"
48147,Texas,Fannin County,"33,915","35,514"
48149,Texas,Fayette County,"24,554","25,346"
48151,Texas,Fisher County,"3,974","3,830"
48153,Texas,Floyd County,"6,446","5,712"
48155,Texas,Foard County,"1,336","1,155"
48157,Texas,Fort Bend County,"585,375","811,688"
48159,Texas,Franklin County,"10,605","10,725"
48161,Texas,Freestone County,"19,816","19,717"
48163,Texas,Frio County,"17,217","20,306"
48165,Texas,Gaines County,"17,526","21,492"
48167,Texas,Galveston County,"291,309","342,139"
48169,Texas,Garza County,"6,461","6,229"
48171,Texas,Gillespie County,"24,837","26,988"
48173,Texas,Glasscock County,"1,226","1,409"
48175,Texas,Goliad County,"7,210","7,658"
48177,Texas,Gonzales County,"19,807","20,837"
48179,Texas,Gray County,"22,535","21,886"
48181,Texas,Grayson County,"120,877","136,212"
48183,Texas,Gregg County,"121,730","123,945"
48185,Texas,Grimes County,"26,604","28,880"
48187,Texas,Guadalupe County,"131,533","166,847"
48189,Texas,Hale County,"36,273","33,406"
48191,Texas,Hall County,"3,353","2,964"
48193,Texas,Hamilton County,"8,517","8,461"
48195,Texas,Hansford County,"5,613","5,399"
48197,Texas,Hardeman County,"4,139","3,933"
48199,Texas,Hardin County,"54,635","57,602"
48201,Texas,Harris County,"4,092,459","4,713,325"
48203,Texas,Harrison County,"65,631","66,553"
48205,Texas,Hartley County,"6,062","5,576"
48207,Texas,Haskell County,"5,899","5,658"
48209,Texas,Hays County,"157,107","230,191"
48211,Texas,Hemphill County,"3,807","3,819"
48213,Texas,Henderson County,"78,532","82,737"
48215,Texas,Hidalgo County,"774,769","868,707"
48217,Texas,Hill County,"35,089","36,649"
48219,Texas,Hockley County,"22,935","23,021"
48221,Texas,Hood County,"51,182","61,643"
48223,Texas,Hopkins County,"35,161","37,084"
48225,Texas,Houston County,"23,732","22,968"
48227,Texas,Howard County,"35,012","36,664"
48229,Texas,Hudspeth County,"3,476","4,886"
48231,Texas,Hunt County,"86,129","98,594"
48233,Texas,Hutchinson County,"22,150","20,938"
48235,Texas,Irion County,"1,599","1,536"
48237,Texas,Jack County,"9,044","8,935"
48239,Texas,Jackson County,"14,075","14,760"
48241,Texas,Jasper County,"35,710","35,529"
48243,Texas,Jeff Davis County,"2,342","2,274"
48245,Texas,Jefferson County,"252,273","251,565"
48247,Texas,Jim Hogg County,"5,300","5,200"
48249,Texas,Jim Wells County,"40,838","40,482"
48251,Texas,Johnson County,"150,934","175,817"
48253,Texas,Jones County,"20,202","20,083"
48255,Texas,Karnes County,"14,824","15,601"
48257,Texas,Kaufman County,"103,350","136,154"
48259,Texas,Kendall County,"33,410","47,431"
48261,Texas,Kenedy County,416,404
48263,Texas,Kent County,808,762
48265,Texas,Kerr County,"49,625","52,600"
48267,Texas,Kimble County,"4,607","4,337"
48269,Texas,King County,286,272
48271,Texas,Kinney County,"3,598","3,667"
48273,Texas,Kleberg County,"32,061","30,680"
48275,Texas,Knox County,"3,719","3,664"
48277,Texas,Lamar County,"49,793","49,859"
48279,Texas,Lamb County,"13,977","12,893"
48281,Texas,Lampasas County,"19,677","21,428"
48283,Texas,La Salle County,"6,886","7,520"
48285,Texas,Lavaca County,"19,263","20,154"
48287,Texas,Lee County,"16,612","17,239"
48289,Texas,Leon County,"16,801","17,404"
48291,Texas,Liberty County,"75,643","88,219"
48293,Texas,Limestone County,"23,384","23,437"
48295,Texas,Lipscomb County,"3,302","3,233"
48297,Texas,Live Oak County,"11,531","12,207"
48299,Texas,Llano County,"19,301","21,795"
48301,Texas,Loving County,82,169
48303,Texas,Lubbock County,"278,831","310,569"
48305,Texas,Lynn County,"5,915","5,951"
48307,Texas,McCulloch County,"8,283","7,984"
48309,Texas,McLennan County,"234,906","256,623"
48311,Texas,McMullen County,707,743
48313,Texas,Madison County,"13,664","14,284"
48315,Texas,Marion County,"10,546","9,854"
48317,Texas,Martin County,"4,799","5,771"
48319,Texas,Mason County,"4,012","4,274"
48321,Texas,Matagorda County,"36,702","36,643"
48323,Texas,Maverick County,"54,258","58,722"
48325,Texas,Medina County,"46,006","51,584"
48327,Texas,Menard County,"2,242","2,138"
48329,Texas,Midland County,"136,872","176,832"
48331,Texas,Milam County,"24,757","24,823"
48333,Texas,Mills County,"4,936","4,873"
48335,Texas,Mitchell County,"9,403","8,545"
48337,Texas,Montague County,"19,719","19,818"
48339,Texas,Montgomery County,"455,746","607,391"
48341,Texas,Moore County,"21,904","20,940"
48343,Texas,Morris County,"12,934","12,388"
48345,Texas,Motley County,"1,210","1,200"
48347,Texas,Nacogdoches County,"64,524","65,204"
48349,Texas,Navarro County,"47,735","50,113"
48351,Texas,Newton County,"14,445","13,595"
48353,Texas,Nolan County,"15,216","14,714"
48355,Texas,Nueces County,"340,223","362,294"
48357,Texas,Ochiltree County,"10,223","9,836"
48359,Texas,Oldham County,"2,052","2,112"
48361,Texas,Orange County,"81,837","83,396"
48363,Texas,Palo Pinto County,"28,111","29,189"
48365,Texas,Panola County,"23,796","23,194"
48367,Texas,Parker County,"116,927","142,878"
48369,Texas,Parmer County,"10,269","9,605"
48371,Texas,Pecos County,"15,507","15,823"
48373,Texas,Polk County,"45,413","51,353"
48375,Texas,Potter County,"121,073","117,415"
48377,Texas,Presidio County,"7,818","6,704"
48379,Texas,Rains County,"10,914","12,514"
48381,Texas,Randall County,"120,725","137,713"
48383,Texas,Reagan County,"3,367","3,849"
48385,Texas,Real County,"3,309","3,452"
48387,Texas,Red River County,"12,860","12,023"
48389,Texas,Reeves County,"13,783","15,976"
48391,Texas,Refugio County,"7,383","6,948"
48393,Texas,Roberts County,929,854
48395,Texas,Robertson County,"16,622","17,074"
48397,Texas,Rockwall County,"78,337","104,915"
48399,Texas,Runnels County,"10,501","10,264"
48401,Texas,Rusk County,"53,330","54,406"
48403,Texas,Sabine County,"10,834","10,542"
48405,Texas,San Augustine County,"8,865","8,237"
48407,Texas,San Jacinto County,"26,384","28,859"
48409,Texas,San Patricio County,"64,804","66,730"
48411,Texas,San Saba County,"6,131","6,055"
48413,Texas,Schleicher County,"3,461","2,793"
48415,Texas,Scurry County,"16,921","16,703"
48417,Texas,Shackelford County,"3,378","3,265"
48419,Texas,Shelby County,"25,448","25,274"
48421,Texas,Sherman County,"3,034","3,022"
48423,Texas,Smith County,"209,714","232,751"
48425,Texas,Somervell County,"8,490","9,128"
48427,Texas,Starr County,"60,968","64,633"
48429,Texas,Stephens County,"9,630","9,366"
48431,Texas,Sterling County,"1,143","1,291"
48433,Texas,Stonewall County,"1,490","1,350"
48435,Texas,Sutton County,"4,128","3,776"
48437,Texas,Swisher County,"7,854","7,397"
48439,Texas,Tarrant County,"1,809,034","2,102,515"
48441,Texas,Taylor County,"131,506","138,034"
48443,Texas,Terrell County,984,776
48445,Texas,Terry County,"12,651","12,337"
48447,Texas,Throckmorton County,"1,641","1,501"
48449,Texas,Titus County,"32,334","32,750"
48451,Texas,Tom Green County,"110,224","119,200"
48453,Texas,Travis County,"1,024,266","1,273,954"
48455,Texas,Trinity County,"14,585","14,651"
48457,Texas,Tyler County,"21,766","21,672"
48459,Texas,Upshur County,"39,309","41,753"
48461,Texas,Upton County,"3,355","3,657"
48463,Texas,Uvalde County,"26,405","26,741"
48465,Texas,Val Verde County,"48,879","49,025"
48467,Texas,Van Zandt County,"52,579","56,590"
48469,Texas,Victoria County,"86,793","92,084"
48471,Texas,Walker County,"67,861","72,971"
48473,Texas,Waller County,"43,205","55,246"
48475,Texas,Ward County,"10,658","11,998"
48477,Texas,Washington County,"33,718","35,882"
48479,Texas,Webb County,"250,304","276,652"
48481,Texas,Wharton County,"41,280","41,556"
48483,Texas,Wheeler County,"5,410","5,056"
48485,Texas,Wichita County,"131,500","132,230"
48487,Texas,Wilbarger County,"13,535","12,769"
48489,Texas,Willacy County,"22,134","21,358"
48491,Texas,Williamson County,"422,679","590,551"
48493,Texas,Wilson County,"42,918","51,070"
48495,Texas,Winkler County,"7,110","8,010"
48497,Texas,Wise County,"59,127","69,984"
48499,Texas,Wood County,"41,964","45,539"
48501,Texas,Yoakum County,"7,879","8,713"
48503,Texas,Young County,"18,550","18,010"
48505,Texas,Zapata County,"14,018","14,179"
48507,Texas,Zavala County,"11,677","11,840"
49000,Utah,Utah,"2,763,885","3,205,958"
49001,Utah,Beaver County,"6,629","6,710"
49003,Utah,Box Elder County,"49,975","56,046"
49005,Utah,Cache County,"112,656","128,289"
49007,Utah,Carbon County,"21,403","20,463"
49009,Utah,Daggett County,"1,059",950
49011,Utah,Davis County,"306,479","355,481"
49013,Utah,Duchesne County,"18,607","19,938"
49015,Utah,Emery County,"10,976","10,012"
49017,Utah,Garfield County,"5,172","5,051"
49019,Utah,Grand County,"9,225","9,754"
49021,Utah,Iron County,"46,163","54,839"
49023,Utah,Juab County,"10,246","12,017"
49025,Utah,Kane County,"7,125","7,886"
49027,Utah,Millard County,"12,503","13,188"
49029,Utah,Morgan County,"9,469","12,124"
49031,Utah,Piute County,"1,556","1,479"
49033,Utah,Rich County,"2,264","2,483"
49035,Utah,Salt Lake County,"1,029,655","1,160,437"
49037,Utah,San Juan County,"14,746","15,308"
49039,Utah,Sanpete County,"27,822","30,939"
49041,Utah,Sevier County,"20,802","21,620"
49043,Utah,Summit County,"36,324","42,145"
49045,Utah,Tooele County,"58,218","72,259"
49047,Utah,Uintah County,"32,588","35,734"
49049,Utah,Utah County,"516,564","636,235"
49051,Utah,Wasatch County,"23,530","34,091"
49053,Utah,Washington County,"138,115","177,556"
49055,Utah,Wayne County,"2,778","2,711"
49057,Utah,Weber County,"231,236","260,213"
5000,Arkansas,Arkansas,"2,915,918","3,017,804"
50000,Vermont,Vermont,"625,741","623,989"
50001,Vermont,Addison County,"36,821","36,777"
50003,Vermont,Bennington County,"37,125","35,470"
50005,Vermont,Caledonia County,"31,227","29,993"
50007,Vermont,Chittenden County,"156,545","163,774"
50009,Vermont,Essex County,"6,306","6,163"
5001,Arkansas,Arkansas County,"19,019","17,486"
50011,Vermont,Franklin County,"47,746","49,402"
50013,Vermont,Grand Isle County,"6,970","7,235"
50015,Vermont,Lamoille County,"24,475","25,362"
50017,Vermont,Orange County,"28,936","28,892"
50019,Vermont,Orleans County,"27,231","27,037"
50021,Vermont,Rutland County,"61,642","58,191"
50023,Vermont,Washington County,"59,534","58,409"
50025,Vermont,Windham County,"44,513","42,222"
50027,Vermont,Windsor County,"56,670","55,062"
5003,Arkansas,Ashley County,"21,853","19,657"
5005,Arkansas,Baxter County,"41,513","41,932"
5007,Arkansas,Benton County,"221,339","279,141"
5009,Arkansas,Boone County,"36,903","37,432"
5011,Arkansas,Bradley County,"11,508","10,763"
5013,Arkansas,Calhoun County,"5,368","5,189"
5015,Arkansas,Carroll County,"27,446","28,380"
5017,Arkansas,Chicot County,"11,800","10,118"
5019,Arkansas,Clark County,"22,995","22,320"
5021,Arkansas,Clay County,"16,083","14,551"
5023,Arkansas,Cleburne County,"25,970","24,919"
5025,Arkansas,Cleveland County,"8,689","7,956"
5027,Arkansas,Columbia County,"24,552","23,457"
5029,Arkansas,Conway County,"21,273","20,846"
5031,Arkansas,Craighead County,"96,443","110,332"
5033,Arkansas,Crawford County,"61,948","63,257"
5035,Arkansas,Crittenden County,"50,902","47,955"
5037,Arkansas,Cross County,"17,870","16,419"
5039,Arkansas,Dallas County,"8,116","7,009"
5041,Arkansas,Desha County,"13,008","11,361"
5043,Arkansas,Drew County,"18,509","18,219"
5045,Arkansas,Faulkner County,"113,237","126,007"
5047,Arkansas,Franklin County,"18,125","17,715"
5049,Arkansas,Fulton County,"12,245","12,477"
5051,Arkansas,Garland County,"96,024","99,386"
5053,Arkansas,Grant County,"17,853","18,265"
5055,Arkansas,Greene County,"42,090","45,325"
5057,Arkansas,Hempstead County,"22,609","21,532"
5059,Arkansas,Hot Spring County,"32,923","33,771"
5061,Arkansas,Howard County,"13,789","13,202"
5063,Arkansas,Independence County,"36,647","37,825"
5065,Arkansas,Izard County,"13,696","13,629"
5067,Arkansas,Jackson County,"17,997","16,719"
5069,Arkansas,Jefferson County,"77,435","66,824"
5071,Arkansas,Johnson County,"25,540","26,578"
5073,Arkansas,Lafayette County,"7,645","6,624"
5075,Arkansas,Lawrence County,"17,415","16,406"
5077,Arkansas,Lee County,"10,424","8,857"
5079,Arkansas,Lincoln County,"14,134","13,024"
5081,Arkansas,Little River County,"13,171","12,259"
5083,Arkansas,Logan County,"22,353","21,466"
5085,Arkansas,Lonoke County,"68,356","73,309"
5087,Arkansas,Madison County,"15,717","16,576"
5089,Arkansas,Marion County,"16,653","16,694"
5091,Arkansas,Miller County,"43,462","43,257"
5093,Arkansas,Mississippi County,"46,480","40,651"
5095,Arkansas,Monroe County,"8,149","6,701"
5097,Arkansas,Montgomery County,"9,487","8,986"
5099,Arkansas,Nevada County,"8,997","8,252"
51000,Virginia,Virginia,"8,001,024","8,535,519"
51001,Virginia,Accomack County,"33,164","32,316"
51003,Virginia,Albemarle County,"98,970","109,330"
51005,Virginia,Alleghany County,"16,250","14,860"
51007,Virginia,Amelia County,"12,690","13,145"
51009,Virginia,Amherst County,"32,353","31,605"
5101,Arkansas,Newton County,"8,330","7,753"
51011,Virginia,Appomattox County,"14,973","15,911"
51013,Virginia,Arlington County,"207,627","236,842"
51015,Virginia,Augusta County,"73,750","75,558"
51017,Virginia,Bath County,"4,731","4,147"
51019,Virginia,Bedford County,"68,676","78,997"
51021,Virginia,Bland County,"6,824","6,280"
51023,Virginia,Botetourt County,"33,148","33,419"
51025,Virginia,Brunswick County,"17,434","16,231"
51027,Virginia,Buchanan County,"24,098","21,004"
51029,Virginia,Buckingham County,"17,146","17,148"
5103,Arkansas,Ouachita County,"26,120","23,382"
51031,Virginia,Campbell County,"54,842","54,885"
51033,Virginia,Caroline County,"28,545","30,725"
51035,Virginia,Carroll County,"30,042","29,791"
51036,Virginia,Charles City County,"7,256","6,963"
51037,Virginia,Charlotte County,"12,586","11,880"
51041,Virginia,Chesterfield County,"316,236","352,802"
51043,Virginia,Clarke County,"14,034","14,619"
51045,Virginia,Craig County,"5,190","5,131"
51047,Virginia,Culpeper County,"46,689","52,605"
51049,Virginia,Cumberland County,"10,052","9,932"
5105,Arkansas,Perry County,"10,445","10,455"
51051,Virginia,Dickenson County,"15,903","14,318"
51053,Virginia,Dinwiddie County,"28,001","28,544"
51057,Virginia,Essex County,"11,151","10,953"
51059,Virginia,Fairfax County,"1,081,726","1,147,532"
51061,Virginia,Fauquier County,"65,203","71,222"
51063,Virginia,Floyd County,"15,279","15,749"
51065,Virginia,Fluvanna County,"25,691","27,270"
51067,Virginia,Franklin County,"56,159","56,042"
51069,Virginia,Frederick County,"78,305","89,313"
5107,Arkansas,Phillips County,"21,757","17,782"
51071,Virginia,Giles County,"17,286","16,720"
51073,Virginia,Gloucester County,"36,858","37,348"
51075,Virginia,Goochland County,"21,717","23,753"
51077,Virginia,Grayson County,"15,533","15,550"
51079,Virginia,Greene County,"18,403","19,819"
51081,Virginia,Greensville County,"12,243","11,336"
51083,Virginia,Halifax County,"36,241","33,911"
51085,Virginia,Hanover County,"99,863","107,766"
51087,Virginia,Henrico County,"306,935","330,818"
51089,Virginia,Henry County,"54,151","50,557"
5109,Arkansas,Pike County,"11,291","10,718"
51091,Virginia,Highland County,"2,321","2,190"
51093,Virginia,Isle of Wight County,"35,270","37,109"
51095,Virginia,James City County,"67,009","76,523"
51097,Virginia,King and Queen County,"6,945","7,025"
51099,Virginia,King George County,"23,584","26,836"
51101,Virginia,King William County,"15,935","17,148"
51103,Virginia,Lancaster County,"11,391","10,603"
51105,Virginia,Lee County,"25,587","23,423"
51107,Virginia,Loudoun County,"312,311","413,538"
51109,Virginia,Louisa County,"33,153","37,591"
5111,Arkansas,Poinsett County,"24,583","23,528"
51111,Virginia,Lunenburg County,"12,914","12,196"
51113,Virginia,Madison County,"13,308","13,261"
51115,Virginia,Mathews County,"8,978","8,834"
51117,Virginia,Mecklenburg County,"32,727","30,587"
51119,Virginia,Middlesex County,"10,959","10,582"
51121,Virginia,Montgomery County,"94,392","98,535"
51125,Virginia,Nelson County,"15,020","14,930"
51127,Virginia,New Kent County,"18,429","23,091"
5113,Arkansas,Polk County,"20,662","19,964"
51131,Virginia,Northampton County,"12,389","11,710"
51133,Virginia,Northumberland County,"12,330","12,095"
51135,Virginia,Nottoway County,"15,853","15,232"
51137,Virginia,Orange County,"33,481","37,051"
51139,Virginia,Page County,"24,042","23,902"
51141,Virginia,Patrick County,"18,490","17,608"
51143,Virginia,Pittsylvania County,"63,506","60,354"
51145,Virginia,Powhatan County,"28,046","29,652"
51147,Virginia,Prince Edward County,"23,368","22,802"
51149,Virginia,Prince George County,"35,725","38,353"
5115,Arkansas,Pope County,"61,754","64,072"
51153,Virginia,Prince William County,"402,002","470,335"
51155,Virginia,Pulaski County,"34,872","34,027"
51157,Virginia,Rappahannock County,"7,373","7,370"
51159,Virginia,Richmond County,"9,254","9,023"
51161,Virginia,Roanoke County,"92,376","94,186"
51163,Virginia,Rockbridge County,"22,307","22,573"
51165,Virginia,Rockingham County,"76,314","81,948"
51167,Virginia,Russell County,"28,897","26,586"
51169,Virginia,Scott County,"23,177","21,566"
5117,Arkansas,Prairie County,"8,715","8,062"
51171,Virginia,Shenandoah County,"41,993","43,616"
51173,Virginia,Smyth County,"32,208","30,104"
51175,Virginia,Southampton County,"18,570","17,631"
51177,Virginia,Spotsylvania County,"122,397","136,215"
51179,Virginia,Stafford County,"128,961","152,882"
51181,Virginia,Surry County,"7,058","6,422"
51183,Virginia,Sussex County,"12,087","11,159"
51185,Virginia,Tazewell County,"45,078","40,595"
51187,Virginia,Warren County,"37,575","40,164"
5119,Arkansas,Pulaski County,"382,748","391,911"
51191,Virginia,Washington County,"54,876","53,740"
51193,Virginia,Westmoreland County,"17,454","18,015"
51195,Virginia,Wise County,"41,452","37,383"
51197,Virginia,Wythe County,"29,235","28,684"
51199,Virginia,York County,"65,464","68,280"
5121,Arkansas,Randolph County,"17,969","17,958"
5123,Arkansas,St. Francis County,"28,258","24,994"
5125,Arkansas,Saline County,"107,118","122,437"
5127,Arkansas,Scott County,"11,233","10,281"
5129,Arkansas,Searcy County,"8,195","7,881"
5131,Arkansas,Sebastian County,"125,744","127,827"
5133,Arkansas,Sevier County,"17,058","17,007"
5135,Arkansas,Sharp County,"17,264","17,442"
5137,Arkansas,Stone County,"12,394","12,506"
5139,Arkansas,Union County,"41,639","38,682"
5141,Arkansas,Van Buren County,"17,295","16,545"
5143,Arkansas,Washington County,"203,065","239,187"
5145,Arkansas,White County,"77,076","78,753"
5147,Arkansas,Woodruff County,"7,260","6,320"
5149,Arkansas,Yell County,"22,185","21,341"
51510,Virginia,Alexandria city,"139,966","159,428"
51520,Virginia,Bristol city,"17,835","16,762"
51530,Virginia,Buena Vista city,"6,650","6,478"
51540,Virginia,Charlottesville city,"43,475","47,266"
51550,Virginia,Chesapeake city,"222,209","244,835"
51570,Virginia,Colonial Heights city,"17,411","17,370"
51580,Virginia,Covington city,"5,961","5,538"
51590,Virginia,Danville city,"43,055","40,044"
51595,Virginia,Emporia city,"5,927","5,346"
51600,Virginia,Fairfax city,"22,565","24,019"
51610,Virginia,Falls Church city,"12,332","14,617"
51620,Virginia,Franklin city,"8,582","7,967"
51630,Virginia,Fredericksburg city,"24,286","29,036"
